iter	Logloss
819	0.3280383445
820	0.3280239967
821	0.3280158987
822	0.3279918179
823	0.3279755821
824	0.3279532101
825	0.3279405794
826	0.3279178402
827	0.327898607
828	0.3278797843
829	0.3278668205
830	0.3278432153
831	0.3278274296
832	0.3278107894
833	0.327784223
834	0.3277636079
835	0.3277419209
836	0.3277165629
837	0.3277053092
838	0.3276920846
839	0.3276719236
840	0.3276497604
841	0.3276325452
842	0.3276110162
843	0.3275939104
844	0.3275747394
845	0.3275539034
846	0.3275392796
847	0.3275261292
848	0.3275122522
849	0.3274892886
850	0.327470899
851	0.3274500156
852	0.32743902
853	0.3274230706
854	0.3273936659
855	0.3273828483
856	0.3273661221
857	0.3273454846
858	0.3273286868
859	0.3273124453
860	0.3272968492
861	0.3272769525
862	0.3272576786
863	0.3272291377
864	0.3272097394
865	0.3271843015
866	0.3271699376
867	0.327141717
868	0.3271170222
869	0.3270925818
870	0.3270793454
871	0.3270706063
872	0.327049273
873	0.3270354438
874	0.3270237672
875	0.3269962291
876	0.3269722398
877	0.3269555696
878	0.3269493203
879	0.3269238049
880	0.3268967314
881	0.3268786385
882	0.3268621424
883	0.3268485028
884	0.3268301581
885	0.3268160452
886	0.3268018546
887	0.3267745608
888	0.3267663144
889	0.326745717
890	0.3267199674
891	0.3267027612
892	0.326688274
893	0.3266677236
894	0.326651773
895	0.3266352013
896	0.3266159382
897	0.3265952492
898	0.3265805939
899	0.3265585338
900	0.326539062
901	0.3265251853
902	0.3265114645
903	0.3264906326
904	0.3264763815
905	0.3264573648
906	0.3264467473
907	0.3264288753
908	0.326413143
909	0.3263950891
910	0.326378694
911	0.3263548286
912	0.326334081
913	0.3263234174
914	0.3263021456
915	0.3262802327
916	0.3262668893
917	0.3262506422
918	0.3262317857
919	0.3262179389
920	0.3261949025
921	0.3261751873
922	0.3261526224
923	0.3261279682
924	0.326107012
925	0.3260726916
926	0.3260558125
927	0.3260416218
928	0.3260266001
929	0.3260130884
930	0.3259973984
931	0.3259889675
932	0.3259762845
933	0.3259667159
934	0.3259497988
935	0.3259325477
936	0.3259077146
937	0.3258872175
938	0.3258660579
939	0.3258354666
940	0.3258217466
941	0.3258042448
942	0.325778605
943	0.3257620977
944	0.3257458305
945	0.3257231599
946	0.3257107752
947	0.3256968124
948	0.3256759094
949	0.3256606177
950	0.3256415682
951	0.3256173496
952	0.3255990619
953	0.3255737636
954	0.3255636153
955	0.3255441284
956	0.3255311514
957	0.3255125078
958	0.3254881102
959	0.3254642138
960	0.3254436618
961	0.325430764
962	0.3254125182
963	0.3253787605
964	0.3253598438
965	0.3253430956
966	0.3253162175
967	0.3252936854
968	0.3252836466
969	0.3252672799
970	0.325248024
971	0.3252338068
972	0.3252226915
973	0.3251931047
974	0.3251771165
975	0.3251603788
976	0.325139705
977	0.3251254927
978	0.3251124216
979	0.3251049605
980	0.3250898619
981	0.3250684043
982	0.325049925
983	0.3250369093
984	0.3250228369
985	0.3250069087
986	0.3249907359
987	0.3249678231
988	0.324953091
989	0.3249366799
990	0.3249174046
991	0.3248972043
992	0.3248836655
993	0.3248625706
994	0.3248437022
995	0.3248216036
996	0.3247933242
997	0.3247706487
998	0.324738836
999	0.3247147916
